accession	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	plasmid_abundance	plasmid_prevalence
arch07110	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera species_0270	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera species_0270	0	0
arch07114	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera species_0271	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera species_0271	0	0
arch07108	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera species_0272	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera species_0272	0	0
arch07115	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera species_0273	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera species_0273	0	0
arch07113	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera species_0274	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera species_0274	0	0
RS_GCF_000698785.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera viennensis	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera viennensis	0	0
GB_GCA_013114725.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__QCWD01;s__QCWD01 sp013114725	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__QCWD01	s__QCWD01 sp013114725	0	0
GB_GCA_005877075.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp005877075	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp005877075	0	0
GB_GCA_005877345.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp005877345	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp005877345	0	0
GB_GCA_014381105.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014381105	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp014381105	0	0
GB_GCA_014523495.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014523495	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp014523495	0	0
GB_GCA_014523525.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014523525	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp014523525	0	0
GB_GCA_014523595.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014523595	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp014523595	0	0
GB_GCA_021324715.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp021324715	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp021324715	0	0
GB_GCA_022545895.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp022545895	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp022545895	0	0
GB_GCA_023251115.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp023251115	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 sp023251115	0	0
arch07236	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0266	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0266	0	0
arch07166	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0267	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0267	0	0
arch07152	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0278	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0278	0	0
arch07153	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0294	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0294	0	0
arch07210	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0295	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0295	0	0
arch07157	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0296	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0296	0	0
arch07154	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0297	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0297	0	0
arch07151	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0298	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0298	0	0
arch07149	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0299	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0299	0	0
arch07138	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0300	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0300	0	0
arch07155	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0301	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0301	0	0
arch07156	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 species_0302	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TA-21	s__TA-21 species_0302	0	0
GB_GCA_014523485.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp014523485	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 sp014523485	0	0
GB_GCA_014523515.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp014523515	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 sp014523515	0	0
arch07263	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 species_0236	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 species_0236	0	0
arch07268	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 species_0237	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 species_0237	0	0
arch07257	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 species_0238	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 species_0238	0	0
arch07261	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 species_0239	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 species_0239	0	0
arch07255	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 species_0241	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 species_0241	0	0
arch07259	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 species_0242	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 species_0242	0	0
arch07262	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 species_0243	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 species_0243	0	0
arch07260	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 species_0244	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	s__TH1177 species_0244	0	0
GB_GCA_014523685.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5893;s__TH5893 sp014523685	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH5893	s__TH5893 sp014523685	0	0
GB_GCA_009377575.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp009377575	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH5896	s__TH5896 sp009377575	0	0
GB_GCA_014523625.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp014523625	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH5896	s__TH5896 sp014523625	0	0
GB_GCA_014523665.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp014523665	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH5896	s__TH5896 sp014523665	0	0
GB_GCA_014523695.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp014523695	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH5896	s__TH5896 sp014523695	0	0
arch07272	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 species_0292	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH5896	s__TH5896 species_0292	0	0
GB_GCA_002495315.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA141;g__UBA141;s__UBA141 sp002495315	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA141	g__UBA141	s__UBA141 sp002495315	0	0
arch07280	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__;s__Genus species_0041	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__	s__Genus species_0041	0	0
arch07279	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__;s__Genus species_0042	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__	s__Genus species_0042	0	0
GB_GCA_003135575.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003135575	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__BOG-1369	s__BOG-1369 sp003135575	0	0
GB_GCA_003164815.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__BOG-1369	s__BOG-1369 sp003164815	0	0
GB_GCA_021791695.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp021791695	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__BOG-1369	s__BOG-1369 sp021791695	0	0
GB_GCA_021848045.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp021848045	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__BOG-1369	s__BOG-1369 sp021848045	0	0
GB_GCA_902812495.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__CADDZR01;s__CADDZR01 sp902812495	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__CADDZR01	s__CADDZR01 sp902812495	0	0
GB_GCA_016193005.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__JACPTA01;s__JACPTA01 sp016193005	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__JACPTA01	s__JACPTA01 sp016193005	0	0
GB_GCA_005877185.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__TA-13;s__TA-13 sp005877185	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__TA-13	s__TA-13 sp005877185	0	0
GB_GCA_005877225.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__TA-13;s__TA-13 sp005877225	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__TA-13	s__TA-13 sp005877225	0	0
GB_GCA_005877365.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__TA-13;s__TA-13 sp005877365	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__TA-13	s__TA-13 sp005877365	0	0
GB_GCA_002495205.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp002495205	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp002495205	0	0
GB_GCA_014874415.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp014874415	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp014874415	0	0
GB_GCA_016200025.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp016200025	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp016200025	0	0
GB_GCA_016200045.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp016200045	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp016200045	0	0
GB_GCA_016432545.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp016432545	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp016432545	0	0
GB_GCA_021786335.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021786335	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021786335	0	0
GB_GCA_021786575.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021786575	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021786575	0	0
GB_GCA_021788415.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021788415	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021788415	0	0
GB_GCA_021796515.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021796515	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021796515	0	0
GB_GCA_021800855.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021800855	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021800855	0	0
GB_GCA_021807225.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021807225	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021807225	0	0
GB_GCA_021811485.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021811485	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021811485	0	0
GB_GCA_021819035.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021819035	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021819035	0	0
GB_GCA_021819105.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021819105	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021819105	0	0
GB_GCA_021822995.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021822995	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021822995	0	0
GB_GCA_021823325.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021823325	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021823325	0	0
GB_GCA_021827865.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021827865	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021827865	0	0
GB_GCA_021828185.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021828185	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021828185	0	0
GB_GCA_021851265.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021851265	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021851265	0	0
arch07286	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0031	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0031	0	0
arch07287	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0032	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0032	0	0
arch07290	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0033	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0033	0	0
arch07288	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0034	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0034	0	0
arch07289	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0035	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0035	0	0
arch07291	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0036	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0036	0	0
arch07292	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0037	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0037	0	0
arch07284	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0039	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0039	0	0
arch07285	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 species_0040	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 species_0040	0	0
GB_GCA_002713325.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA213;g__UBA213;s__UBA213 sp002713325	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA213	g__UBA213	s__UBA213 sp002713325	0	0
GB_GCA_022572285.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__B1T1B5;s__B1T1B5 sp022572285	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__B1T1B5	s__B1T1B5 sp022572285	0	0
GB_GCA_016180375.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__JACPBJ01;s__JACPBJ01 sp016180375	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__JACPBJ01	s__JACPBJ01 sp016180375	0	0
GB_GCA_013306035.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__UBA57	s__UBA57 sp002494565	0	0
